author_name,comment,date,like_counts,reply_count,vidid
Nitin Bajad,Diamond chahie Mujhe Diamond chahie,2021-04-04T12:19:20Z,1,0,H2PqFjFVEs
Gajender भाई gaming,Hii अजुभाई मेरी मे भी फिरी फायर खेलता हु तुम मेरे सामने कुछ नही हो ओकात होना ते मेरे सात खेले मेरी आईडी 3026 gajender <br />आजाओ दम है ते,2021-04-04T12:18:41Z,1,0,H2PqFjFVEs
Akshit Singh,Top-up me,2021-04-04T12:18:12Z,0,0,H2PqFjFVEs
monu gamers,Please pramot Kar do mako bada youtuber ban na hai kiyu ki Maira koi Nahi hai 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,2021-04-04T12:18:01Z,0,0,H2PqFjFVEs
Gauraw Harish,Good morning,2021-04-04T12:17:35Z,0,0,H2PqFjFVEs
Shiv Kumar,Please send me DJ lok,2021-04-04T12:16:30Z,0,0,H2PqFjFVEs
Sankar masala sankar shankar diwana,Mandya Lok de do,2021-04-04T12:16:09Z,0,0,H2PqFjFVEs
shadow gaming,Video dekh lena,2021-04-04T12:15:22Z,0,0,H2PqFjFVEs
shadow gaming,Ajjubhai ki chadi fad di 😃😃😃😃😃😃😂😂😂,2021-04-04T12:15:04Z,0,0,H2PqFjFVEs
Manisha Chaudhari,713133315,2021-04-04T12:14:18Z,0,0,H2PqFjFVEs
Kishor Sahu,Helo,2021-04-04T12:13:57Z,0,0,H2PqFjFVEs
Manisha Chaudhari,Hara ke dikha,2021-04-04T12:13:24Z,0,0,H2PqFjFVEs
Kishor Sahu,Good morning,2021-04-04T12:11:56Z,0,0,H2PqFjFVEs
Sampurna 21,trending #1 op,2021-04-04T12:11:34Z,0,0,H2PqFjFVEs
TG BABA FF,1373706925,2021-04-04T12:11:34Z,1,0,H2PqFjFVEs
Riya Kanu,Bhai mera 1spin main m14 nikal gaya,2021-04-04T12:10:48Z,1,0,H2PqFjFVEs
gursewak sandhu,gursewak405 ID,2021-04-04T12:08:28Z,0,0,H2PqFjFVEs
gursewak sandhu,Bhai please mujhe Diamond de do,2021-04-04T12:08:13Z,0,0,H2PqFjFVEs
md sakib,Hi,2021-04-04T12:05:38Z,0,0,H2PqFjFVEs
Aman Tamang,Omegle try,2021-04-04T12:04:44Z,0,0,H2PqFjFVEs
SALINT GAMER OP,Nhi ha,2021-04-04T12:04:04Z,0,0,H2PqFjFVEs
Sunidhi Chile,I need crono,2021-04-04T12:02:15Z,0,0,H2PqFjFVEs
Vansh Masih,Hlo ajju bhai,2021-04-04T12:01:50Z,0,0,H2PqFjFVEs
Ayush Saini,Kya he bolu bhai kya he bolu,2021-04-04T12:00:30Z,1,0,H2PqFjFVEs
Rutik Sonone,Ajju bhai 👍👍👍👍🙏🏾👍👍👍👍,2021-04-04T12:00:29Z,0,0,H2PqFjFVEs
Learning is Easy,Bhai vallahala Ka part 6 kab laoge,2021-04-04T11:58:53Z,1,0,H2PqFjFVEs
Miya Bhai,Ajju Bhai Pro,2021-04-04T11:56:15Z,1,0,H2PqFjFVEs
geming Tushar,Carryminati is King of youtuber,2021-04-04T11:55:23Z,1,0,H2PqFjFVEs
Yudhistir Nayak,Bala na,2021-04-04T11:54:06Z,1,0,H2PqFjFVEs
Funky ADIDAS originals,Op game play ajjubhai💯💯💯💯,2021-04-04T11:51:30Z,0,0,H2PqFjFVEs
Funky ADIDAS originals,Op game play ajjubhai💯💯💯💯,2021-04-04T11:51:21Z,1,0,H2PqFjFVEs
Boss Raja,Mota bhai red,2021-04-04T11:50:21Z,0,0,H2PqFjFVEs
Dinesh Rajak,Hi ajjubhai,2021-04-04T11:48:55Z,0,0,H2PqFjFVEs
anokha ff gamer,Ajjubhai you are my love,2021-04-04T11:45:40Z,2,0,H2PqFjFVEs
Mamchand yadav,What is your mobile number aaju bhai,2021-04-04T11:45:09Z,0,0,H2PqFjFVEs
rajesh ahirwar,Aapne piche chod diya,2021-04-04T11:44:33Z,0,0,H2PqFjFVEs
rajesh ahirwar,Ha hai,2021-04-04T11:44:16Z,0,0,H2PqFjFVEs
Sukanya Singh,good moring,2021-04-04T11:44:04Z,0,0,H2PqFjFVEs
Ayush Mendhe,Oar tumase acha kohi kedata,2021-04-04T11:40:19Z,0,0,H2PqFjFVEs
Solanki Sunil,Opppppp entro aaju bhai 😍😍,2021-04-04T11:40:13Z,1,0,H2PqFjFVEs
Ayushman Gogoi,Total Gaming raid,2021-04-04T11:39:58Z,0,0,H2PqFjFVEs
Khan Nowreen,Ajay bhai plz,2021-04-04T11:39:05Z,0,0,H2PqFjFVEs
Amit Bhai,Congratulations 💐 Ajju Bhai,2021-04-04T11:37:58Z,1,0,H2PqFjFVEs
Adarsh,Ajjubhai fans <br />Likes thoko,2021-04-04T11:37:44Z,1,0,H2PqFjFVEs
B.M. Gaming,"Arjjubhai me apko bohat boria fan ho,,me bohath garib ho,,mere ko koch diamond de do bhai,,mera UI: 1084196118",2021-04-04T11:37:42Z,0,0,H2PqFjFVEs
Manir Miah,Hi,2021-04-04T11:37:38Z,1,0,H2PqFjFVEs
Faizan wahla,Good morning,2021-04-04T11:37:19Z,0,0,H2PqFjFVEs
Sendhabhai Prajapati,કેમ છો અજુજુભાઈ મજામાં છો બનાશકાઠા માં થરાદ મા કયારે આયા છો,2021-04-04T11:37:14Z,0,0,H2PqFjFVEs
Najıs Ali,Hello Ajju bhai bhai apna mobile number do na I am Gril,2021-04-04T11:37:09Z,0,0,H2PqFjFVEs
NOOB gamer,Ajju bhai please aapkaFace reveal karo,2021-04-04T11:36:48Z,0,0,H2PqFjFVEs
Gouri Sarivastav,Amit bhai ne I&#39;d kyu change kar diya,2021-04-04T11:34:56Z,0,0,H2PqFjFVEs
Najıs Ali,Hello Ajju bhai namaskar bhai main aapse custom khelna chahta hun Agar Main Har Gaya to main aapko 1 lakh down Diamond Dunga agar aap Jeet Gaye To Mujhe aap aapko ek lakh Mujhe Diamond Dena Hoga bhai start manjur hai to bol main apna hi Abhi likh deta hun 298034401,2021-04-04T11:34:38Z,0,0,H2PqFjFVEs
samarth Motwani,Bhai I&#39;d pata h app ki,2021-04-04T11:34:31Z,0,0,H2PqFjFVEs
jeet domadiya,omagla yani ladaki dekhane ka website,2021-04-04T11:34:16Z,0,0,H2PqFjFVEs
Ashok Sir,No you have not,2021-04-04T11:33:02Z,0,0,H2PqFjFVEs
Aman Singh,Ajju bhai,2021-04-04T11:33:01Z,0,0,H2PqFjFVEs
Aman Singh,1 vs 1,2021-04-04T11:32:50Z,0,0,H2PqFjFVEs
Rahul kumar rai,Etna jyada diamond kaise Bhai ??,2021-04-04T11:32:00Z,0,0,H2PqFjFVEs
Sumit Yadav,Ajjubhai please my request accept,2021-04-04T11:31:57Z,0,0,H2PqFjFVEs
Vikas salunke,Hi,2021-04-04T11:30:49Z,0,0,H2PqFjFVEs
RISHABH YADAV,My favourite team mi,2021-04-04T11:29:46Z,0,0,H2PqFjFVEs
Noob Nidhi,Op,2021-04-04T11:29:42Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:28:53Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:28:46Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:28:40Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:28:34Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:28:29Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:28:23Z,0,0,H2PqFjFVEs
khem rana gaming official,Ajubhai dimonend de do,2021-04-04T11:28:22Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:28:18Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:28:12Z,0,0,H2PqFjFVEs
swastik optom,Bhai cani join your guild,2021-04-04T11:27:38Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:27:26Z,0,0,H2PqFjFVEs
Raju Raju,Ajju Bhai aap facecam karo na,2021-04-04T11:27:21Z,1,0,H2PqFjFVEs
Jyoti Beragi,Ajju bhai ke ladki batao Om challenge,2021-04-04T11:27:08Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:27:03Z,0,0,H2PqFjFVEs
Prince Mehta,Wonderful,2021-04-04T11:27:02Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:26:57Z,0,0,H2PqFjFVEs
urwah ahmed,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,2021-04-04T11:26:51Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:26:47Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:26:42Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:26:33Z,0,0,H2PqFjFVEs
nitin lodhi,please,2021-04-04T11:26:18Z,0,0,H2PqFjFVEs
nitin lodhi,अज्जू भाई प्लीज हाय भेज दीजिए,2021-04-04T11:26:11Z,0,0,H2PqFjFVEs
Kausar Salmani,Love you too 😘,2021-04-04T11:26:06Z,0,0,H2PqFjFVEs
nitin lodhi,अज्जू भाई 9893048284 इस नंबर पर हाय दीजिए,2021-04-04T11:25:55Z,0,0,H2PqFjFVEs
Arun Yadav,Sab log Ajju bahi ko like suskribe kar do please,2021-04-04T11:25:49Z,1,0,H2PqFjFVEs
jeet singh,Good morning,2021-04-04T11:25:15Z,0,0,H2PqFjFVEs
TECHNO GAMING,Id,2021-04-04T11:25:01Z,0,0,H2PqFjFVEs
Arun Yadav,Ajju bahi love you video love you total gameing,2021-04-04T11:25:00Z,1,0,H2PqFjFVEs
saunoo yadav,Hi,2021-04-04T11:23:57Z,0,0,H2PqFjFVEs
Gaming King,Op,2021-04-04T11:23:53Z,1,0,H2PqFjFVEs
Nitin Patil,agar Asli pro ho to mujse custom lga sale,2021-04-04T11:23:48Z,1,0,H2PqFjFVEs
Shamim Jaffer,Good morning 🌞,2021-04-04T11:23:02Z,0,0,H2PqFjFVEs
Vishesh Kumar,Bhai face reveal karo bhai,2021-04-04T11:22:50Z,0,0,H2PqFjFVEs
Ananya Ghosh,"Udar bimasakti mey jisko mara,or jiske liye landmine lagaya wo may hi hu😔😔😔but mar diye bura laga dill se❤️❤️❤️",2021-04-04T11:21:59Z,0,0,H2PqFjFVEs
Kamal Jangir,Dood morning,2021-04-04T11:20:56Z,1,0,H2PqFjFVEs
Jeevan Kc,Tum oor ma,2021-04-04T11:20:10Z,0,0,H2PqFjFVEs
Jeevan Kc,Ajju bhai aajau 1 vs 1 khaltya hai,2021-04-04T11:20:02Z,0,0,H2PqFjFVEs
Ankit Raj,Nahi hai,2021-04-04T11:19:54Z,1,0,H2PqFjFVEs
Mamoni Sarkar,Ajju vhi 1000 💎tho please ajju vhi 😙 id 738751626,2021-04-04T11:19:20Z,1,0,H2PqFjFVEs
Pankaj Bhaskar,ह,2021-04-04T11:18:50Z,1,0,H2PqFjFVEs
SARTHAK Mishra,I&#39;m RCB fan,2021-04-04T11:18:13Z,1,0,H2PqFjFVEs
Nancy Ladiya,Annaya,2021-04-04T11:17:30Z,0,0,H2PqFjFVEs
sandeep thapa,Mumbai is garate in ipl,2021-04-04T11:17:04Z,1,0,H2PqFjFVEs
rohit raj,ajjubhai bhiya please mughe bas 3292 daimonds de digigiye please 4th april ko mera birth day hai gift me bas 3292 daimondsmang ta hu uid 2645567960 id name djgamer50060 please,2021-04-04T11:16:58Z,0,0,H2PqFjFVEs
arun dholi,Bhai op khelte ho aap Bhai Aap Ki Awm Kamal Ki Hai Bhai I love ajjubhai And Apki awm love from Gujarat,2021-04-04T11:16:17Z,0,0,H2PqFjFVEs
Doma Love,No,2021-04-04T11:16:02Z,0,0,H2PqFjFVEs
esmu mainali,late,2021-04-04T11:15:59Z,0,0,H2PqFjFVEs
Exception Gamer,Thanks 😊 for 150 ab<br /> Bas 170 karvado bhaiyo,2021-04-04T11:15:55Z,1,0,H2PqFjFVEs
Adi Tya,Hlw ajjubahi,2021-04-04T11:15:54Z,0,0,H2PqFjFVEs
Rupa Bati,Bhai yaar plz plz plz plz plz plz plz pl z plz plz plz mere sath khelna room 1v1 plz bhai,2021-04-04T11:15:37Z,0,0,H2PqFjFVEs
NUTAN KUMARI,Diamond de de,2021-04-04T11:14:36Z,1,0,H2PqFjFVEs
Rupa Bati,Ajjubhai94 mere sath 1 v 1 khelona plz,2021-04-04T11:14:07Z,0,0,H2PqFjFVEs
Moksh Doshi,Amitbhai ke pass bunny mp40 kaisa aaya?,2021-04-04T11:13:11Z,0,0,H2PqFjFVEs
Pankaj dattatray,Hollow bhai,2021-04-04T11:12:53Z,0,0,H2PqFjFVEs
Vandana Gautam,Ek no. Video ajjubahi 😘 OP Bolte,2021-04-04T11:11:04Z,2,0,H2PqFjFVEs
Shamankit Taak,Hi sir aapki har video dekhta hu pls aapki friend list main jodo na,2021-04-04T11:10:38Z,0,0,H2PqFjFVEs
Laxxi Pant,Op intro bhai😘😘,2021-04-04T11:10:13Z,1,0,H2PqFjFVEs
Warriors kannadiga,Chrono super,2021-04-04T11:09:53Z,1,0,H2PqFjFVEs
Amanpreet Kaur,Ma larka ho,2021-04-04T11:09:34Z,0,0,H2PqFjFVEs
Naman Naman hooda,Please tootal gaming give free fier biminds Naman,2021-04-04T11:09:22Z,1,0,H2PqFjFVEs
Amanpreet Kaur,Ide Hildasa0350r,2021-04-04T11:09:14Z,0,0,H2PqFjFVEs
Amanpreet Kaur,Ajjy bhi Ma apka saad khadana jata ho,2021-04-04T11:09:01Z,0,0,H2PqFjFVEs
Mahesh Mittal,bhai mainr tumhari gifts for ajjubhai wali video prin comet kara hai dekho pls by the way big fan,2021-04-04T11:08:55Z,1,0,H2PqFjFVEs
Nathan and noel offical,no,2021-04-04T11:08:44Z,0,0,H2PqFjFVEs
Piyush garg,RCB PLAYER DEVDUTT PADIKKAL <br />IS CORONA POSITIVE,2021-04-04T11:08:41Z,1,0,H2PqFjFVEs
Seema Devi,I love you ajjubhai,2021-04-04T11:08:40Z,1,0,H2PqFjFVEs
Kalpesh Mehta,Good morning,2021-04-04T11:08:22Z,0,0,H2PqFjFVEs
Shashank Poudel,Dedso rupiya dega OP Intro💛♥,2021-04-04T11:07:23Z,1,0,H2PqFjFVEs
Jahidul Mondal,Aba chimkandi tara 22/mileon..ab..to..fac..revill..kar..sala..Pura..Chimkandi..ha tu<br />.,2021-04-04T11:07:15Z,0,0,H2PqFjFVEs
Dj Raj Anand,Good afternoon,2021-04-04T11:07:07Z,0,0,H2PqFjFVEs
Raji Pradeep,big fan,2021-04-04T11:06:48Z,1,0,H2PqFjFVEs
Omkar Mate,AJJUBHAI is new subscriber machine <br />Ajay subs machine...,2021-04-04T11:06:42Z,0,0,H2PqFjFVEs
Suresh Bankar,2409115029🔷️🔷️,2021-04-04T11:06:30Z,0,0,H2PqFjFVEs
Adnan Khan,Nash kec Dj Alock,2021-04-04T11:05:45Z,0,0,H2PqFjFVEs
Rajendra Singh Khichi,Plance give me डायमंड 1234@1234ra,2021-04-04T11:05:37Z,0,0,H2PqFjFVEs
Piyush Gaikwad,Ajjubhai please give me redeem code of diamond,2021-04-04T11:05:12Z,0,0,H2PqFjFVEs
Sanjay Phalke,Plase,2021-04-04T11:05:00Z,0,0,H2PqFjFVEs
Adnan Khan,Hay,2021-04-04T11:04:52Z,0,0,H2PqFjFVEs
GOD GAMERZ,37950 ajju. Bhay<br /> Like68907,2021-04-04T11:04:28Z,1,0,H2PqFjFVEs
7H B2K ツ,Love you Boro 💖💖💖,2021-04-04T11:04:10Z,0,0,H2PqFjFVEs
Manzoor Mahmood,​ajju bhai ka face,2021-04-04T11:04:09Z,0,0,H2PqFjFVEs
Sanjay Phalke,Top up karo,2021-04-04T11:04:02Z,0,0,H2PqFjFVEs
Sanjay Phalke,Top karo,2021-04-04T11:03:46Z,0,0,H2PqFjFVEs
Sanjay Phalke,Top op karo,2021-04-04T11:03:37Z,0,0,H2PqFjFVEs
meera sahu,🤩🍖🍖🍖😄,2021-04-04T11:02:59Z,0,0,H2PqFjFVEs
Any time gaming,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=3h00m00s"">3:00:00</a>",2021-04-04T11:02:28Z,1,0,H2PqFjFVEs
Sahil Choahan,Good morning Ajay bri,2021-04-04T11:02:15Z,1,0,H2PqFjFVEs
Fathey Shabaz,Hii Ajju bhai mere saath kheloge,2021-04-04T11:02:02Z,0,0,H2PqFjFVEs
GOD GAMERZ,TOTAL GAMING.,2021-04-04T11:01:59Z,1,0,H2PqFjFVEs
Amey Pandit,Mast,2021-04-04T11:01:45Z,0,0,H2PqFjFVEs
Irshad Meman,Aju bhai ki galfrend ka name he prriya,2021-04-04T11:01:19Z,0,0,H2PqFjFVEs
Ibrahim Khan G,You good morning good morning 🌻🌄🌄🌄🌄🌄🌄,2021-04-04T11:00:58Z,0,0,H2PqFjFVEs
FF GAMERTV,Thnks for 69❤❤❤❤<br />100 Kara do 😘😘😘😘<br />Love you all❤❤❤❤,2021-04-04T11:00:53Z,6,0,H2PqFjFVEs
mamata Adhikari,17,2021-04-04T11:00:36Z,0,1,H2PqFjFVEs
tripler gaming65 CDC,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,2021-04-04T11:00:14Z,0,0,H2PqFjFVEs
FF GAMERTV,THNKS FOR 69 ❤❤❤❤<br />100 KARA DO 😘😘😘😘<br />LOVE YOU ALL❤❤❤❤,2021-04-04T11:00:11Z,11,1,H2PqFjFVEs
Shivansh Maurya,Thek,2021-04-04T11:00:07Z,0,0,H2PqFjFVEs
Piyush garg,CSK IS GOOD <br />I LIKE MSD,2021-04-04T11:00:01Z,1,0,H2PqFjFVEs
Zayan Ahmad,Ajju bhai apna face reveal kab karo ge.,2021-04-04T10:59:56Z,1,0,H2PqFjFVEs
Shivansh Maurya,I am big fan,2021-04-04T10:59:55Z,0,0,H2PqFjFVEs
Shivansh Maurya,Bhai,2021-04-04T10:59:44Z,0,0,H2PqFjFVEs
Shivansh Maurya,Hello,2021-04-04T10:59:37Z,0,0,H2PqFjFVEs
Shivansh Maurya,Start,2021-04-04T10:59:29Z,0,0,H2PqFjFVEs
Upendar Kumar,Hiiii ajjubhai,2021-04-04T10:58:38Z,0,0,H2PqFjFVEs
Mahesh Khade,No,2021-04-04T10:58:36Z,0,0,H2PqFjFVEs
Mohan lal Ahirwar,Hcjv,2021-04-04T10:58:13Z,0,0,H2PqFjFVEs
Manisha Parmar,OK,2021-04-04T10:56:57Z,0,0,H2PqFjFVEs
freefire legand,Ajju bhai apna whatsap ka number send kar de please,2021-04-04T10:56:10Z,0,0,H2PqFjFVEs
PLAYERS 99 2M,"2% of people who are watching this comment, I wish their parents still alive for more than 100 years 💖💕 God bless you😇",2021-04-04T10:56:10Z,3,0,H2PqFjFVEs
FF gaming,वह Kong,2021-04-04T10:56:01Z,0,0,H2PqFjFVEs
FF gaming,अज्जू भाई,2021-04-04T10:55:28Z,0,0,H2PqFjFVEs
mamata Adhikari,Hello,2021-04-04T10:55:27Z,0,0,H2PqFjFVEs
Karnail Singh Singh,👎👎👎,2021-04-04T10:55:27Z,0,0,H2PqFjFVEs
freefire legand,Hello,2021-04-04T10:55:24Z,0,0,H2PqFjFVEs
FF gaming,अज्जू भाई मुझे वह कौन गिफ्ट कर दो प्रोसोमा आईडी है,2021-04-04T10:53:43Z,0,1,H2PqFjFVEs
m.s gaming,गोपी,2021-04-04T10:53:11Z,0,0,H2PqFjFVEs
play free fire,Bhai I love r c b,2021-04-04T10:52:58Z,0,0,H2PqFjFVEs
Tripti Sahu,Please please please please please please please please please please please,2021-04-04T10:52:18Z,1,0,H2PqFjFVEs
Tripti Sahu,Chahiye,2021-04-04T10:52:01Z,1,0,H2PqFjFVEs
Tripti Sahu,Ajju bhai mujhe diamond,2021-04-04T10:51:53Z,1,0,H2PqFjFVEs
Seema Patnesha,Bhai please scar plus mp40,2021-04-04T10:51:46Z,0,0,H2PqFjFVEs
Shagun Tanwar,Rcb jindabad,2021-04-04T10:51:33Z,1,0,H2PqFjFVEs
Upendar Kumar,Ajjubhai,2021-04-04T10:50:56Z,0,0,H2PqFjFVEs
Sarthak Sattarkar,Biiiiiiiiiiiiiiiiiigggggggggggggg ffffaaaaannnnn,2021-04-04T10:50:55Z,0,0,H2PqFjFVEs
Magic M20,Hello,2021-04-04T10:50:45Z,0,0,H2PqFjFVEs
Kishan Choudhary,Op,2021-04-04T10:49:56Z,0,0,H2PqFjFVEs
Kishan Choudhary,Big fan ajjubhai ❤️👍❤️👍,2021-04-04T10:49:51Z,0,0,H2PqFjFVEs
Yash Naliyapara,Paragડાયમડ,2021-04-04T10:49:51Z,1,0,H2PqFjFVEs
Kishan Choudhary,Big fan ajjubhai ❤️👍❤️,2021-04-04T10:49:45Z,0,0,H2PqFjFVEs
Kishan Choudhary,Love you ajjubhai ❤️👍❤️👍,2021-04-04T10:49:39Z,0,0,H2PqFjFVEs
Krishma Kiran Khadka,Tek ha,2021-04-04T10:49:29Z,0,0,H2PqFjFVEs
Kishan Choudhary,Ajjubhai ❤️👍❤️,2021-04-04T10:49:28Z,0,0,H2PqFjFVEs
Tapan Debbarma,Please musku. Alag bado,2021-04-04T10:47:08Z,0,0,H2PqFjFVEs
Sahin Mondal,Free,2021-04-04T10:46:57Z,0,0,H2PqFjFVEs
AMAN QURESHI,HIIIIIIIIIIIIIIIIIII AMIT BHAI,2021-04-04T10:45:52Z,0,0,H2PqFjFVEs
Hariom kumar,1645941991,2021-04-04T10:45:03Z,0,0,H2PqFjFVEs
Jahnu Sonowal Jahnu Sonowal,ajjubhai अकात है तौर 10000 गिफ इच ASSAM@@GAME,2021-04-04T10:45:02Z,0,0,H2PqFjFVEs
Drbhimrao Ambedkar,Merry,2021-04-04T10:44:37Z,0,0,H2PqFjFVEs
VBS Gaming,Bro my account hacked how to re turn plz bro,2021-04-04T10:44:10Z,0,0,H2PqFjFVEs
gunjan arya,Ajjubhi mere boy friend bano ga,2021-04-04T10:44:08Z,0,0,H2PqFjFVEs
Manohar manohar,Bhai your the best singer ever,2021-04-04T10:43:54Z,1,0,H2PqFjFVEs
Sohanbir Burman,Mari id pa,2021-04-04T10:43:51Z,0,0,H2PqFjFVEs
Abhinav Batish,Please give me crono I&#39;d abhi@123£,2021-04-04T10:42:55Z,0,0,H2PqFjFVEs
Tejas bisht,Good morning bro,2021-04-04T10:42:26Z,1,1,H2PqFjFVEs
somta Patel,Ajjubhai please show your face,2021-04-04T10:42:13Z,0,0,H2PqFjFVEs
Boy Gaming OP,Total gaming main aapka face dekh liya hai,2021-04-04T10:42:08Z,0,0,H2PqFjFVEs
Neha Balani,Ajju bhai cr7 de do,2021-04-04T10:41:42Z,0,0,H2PqFjFVEs
gunjan arya,I love you ajjubhi,2021-04-04T10:41:36Z,1,0,H2PqFjFVEs
BEST GAMERS,mukto,2021-04-04T10:40:51Z,0,0,H2PqFjFVEs
Mahesh Khade,Hi,2021-04-04T10:40:47Z,0,0,H2PqFjFVEs
BEST GAMERS,mukto,2021-04-04T10:40:44Z,0,0,H2PqFjFVEs
BEST GAMERS,mukto,2021-04-04T10:40:36Z,0,0,H2PqFjFVEs
Sanjay Mali,Congratulations for 22.6 million 😊😊💖💖😛,2021-04-04T10:40:11Z,0,0,H2PqFjFVEs
turabAn0033c,Lanta,2021-04-04T10:39:53Z,0,0,H2PqFjFVEs
Gopaladhana Adhana,Ram ram,2021-04-04T10:38:55Z,0,0,H2PqFjFVEs
Ramlal Verma,Ajjubhai next level<br />😃next game me sks and svd one tap,2021-04-04T10:38:29Z,0,0,H2PqFjFVEs
Bhagat Dalal,Hii,2021-04-04T10:38:16Z,0,0,H2PqFjFVEs
Madhav Bansal,RCB bekar team h,2021-04-04T10:38:05Z,0,0,H2PqFjFVEs
Siraj Ansari,Good morning,2021-04-04T10:38:04Z,1,0,H2PqFjFVEs
Tarali Devi,Money guest ko Shasta maat bolo,2021-04-04T10:37:59Z,0,0,H2PqFjFVEs
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Kaal melege apki video ke saath,2021-04-04T10:37:49Z,0,0,H2PqFjFVEs
WL AROW GAMING,Big fan,2021-04-04T10:37:27Z,1,0,H2PqFjFVEs
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bay Bhai,2021-04-04T10:37:20Z,0,0,H2PqFjFVEs
Monuj DebBarma,Ap mere sat halu gy,2021-04-04T10:37:10Z,0,0,H2PqFjFVEs
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bhai request acsept karlen,2021-04-04T10:37:06Z,0,0,H2PqFjFVEs
WL AROW GAMING,Hi,2021-04-04T10:37:05Z,0,0,H2PqFjFVEs
Kapil saini,Romio eriwshaw wala,2021-04-04T10:37:02Z,0,0,H2PqFjFVEs
Madhusudan Karmakar,M1014 TARTY IN THE CHAT,2021-04-04T10:36:57Z,0,0,H2PqFjFVEs
Kantilal Patil,पक्दा,2021-04-04T10:36:55Z,0,0,H2PqFjFVEs
Ketan Rathod,Hello ajjubhai please no Internet prenk karo,2021-04-04T10:36:47Z,1,0,H2PqFjFVEs
VIP Gammer,Ajju bhai aapki girlfriend hai,2021-04-04T10:36:32Z,0,0,H2PqFjFVEs
Jaykaran Oram,Good evening,2021-04-04T10:35:50Z,1,0,H2PqFjFVEs
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bhai Naya YouTube hu,2021-04-04T10:34:41Z,0,0,H2PqFjFVEs
Gamer bróóther,Big fan,2021-04-04T10:34:08Z,0,0,H2PqFjFVEs
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Ajju Bhai op,2021-04-04T10:34:08Z,0,0,H2PqFjFVEs
shashi kant,Please diamond De dijye mai apka bahut bada fan hu,2021-04-04T10:33:51Z,0,0,H2PqFjFVEs
Irshad Ahmad,Best squad,2021-04-04T10:33:33Z,0,0,H2PqFjFVEs
vijay veer singh,face kab dikhaga bhai ajjubhai,2021-04-04T10:33:09Z,1,0,H2PqFjFVEs
Mushtaq Ahmad,Good morning,2021-04-04T10:32:56Z,1,0,H2PqFjFVEs
Ranjita Jaiswal,Bhai aap noobra ho custom karoga,2021-04-04T10:30:41Z,0,0,H2PqFjFVEs
ARMAAN ALI OFFICIAL,Bhai face reveal kardo plz,2021-04-04T10:30:22Z,0,0,H2PqFjFVEs
Deepak Kumar meena,Good morning,2021-04-04T10:30:11Z,0,0,H2PqFjFVEs
Nilam singh,Good afternoon,2021-04-04T10:29:55Z,0,0,H2PqFjFVEs
Muhammad zaid World,By brother name is gudi,2021-04-04T10:29:52Z,0,0,H2PqFjFVEs
Lavesh Gaming,Ajju bai aja 1 vs 1,2021-04-04T10:29:41Z,1,0,H2PqFjFVEs
Vinod Kalal,RCB,2021-04-04T10:29:37Z,0,0,H2PqFjFVEs
HARDWARE GAMING,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=3h06m08s"">3:06:08</a> see 1 time you laughing",2021-04-04T10:28:42Z,1,0,H2PqFjFVEs
Zaid Jogle,Suno na ajjubhai,2021-04-04T10:28:20Z,0,2,H2PqFjFVEs
Mithun Mulge,Mere ko car ka emote dedo2412371959,2021-04-04T10:27:43Z,0,1,H2PqFjFVEs
Nashra Khaled,Op op op Ajju bhai,2021-04-04T10:27:29Z,1,1,H2PqFjFVEs
