Name,Comment,Time,Likes,Reply Count
Raju Raju,Ajju Bhai aap facecam karo na,2021-04-04T11:27:21Z,1,0
Jyoti Beragi,Ajju bhai ke ladki batao Om challenge,2021-04-04T11:27:08Z,0,0
nitin lodhi,please,2021-04-04T11:27:03Z,0,0
Prince Mehta,Wonderful,2021-04-04T11:27:02Z,0,0
nitin lodhi,please,2021-04-04T11:26:57Z,0,0
urwah ahmed,😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍😍,2021-04-04T11:26:51Z,0,0
nitin lodhi,please,2021-04-04T11:26:47Z,0,0
nitin lodhi,please,2021-04-04T11:26:42Z,0,0
nitin lodhi,please,2021-04-04T11:26:33Z,0,0
nitin lodhi,please,2021-04-04T11:26:18Z,0,0
nitin lodhi,अज्जू भाई प्लीज हाय भेज दीजिए,2021-04-04T11:26:11Z,0,0
Kausar Salmani,Love you too 😘,2021-04-04T11:26:06Z,0,0
nitin lodhi,अज्जू भाई 9893048284 इस नंबर पर हाय दीजिए,2021-04-04T11:25:55Z,0,0
Arun Yadav,Sab log Ajju bahi ko like suskribe kar do please,2021-04-04T11:25:49Z,1,0
jeet singh,Good morning,2021-04-04T11:25:15Z,0,0
TECHNO GAMING,Id,2021-04-04T11:25:01Z,0,0
Arun Yadav,Ajju bahi love you video love you total gameing,2021-04-04T11:25:00Z,1,0
saunoo yadav,Hi,2021-04-04T11:23:57Z,0,0
Gaming King,Op,2021-04-04T11:23:53Z,1,0
Nitin Patil,agar Asli pro ho to mujse custom lga sale,2021-04-04T11:23:48Z,1,0
Shamim Jaffer,Good morning 🌞,2021-04-04T11:23:02Z,0,0
Vishesh Kumar,Bhai face reveal karo bhai,2021-04-04T11:22:50Z,0,0
Ananya Ghosh,"Udar bimasakti mey jisko mara,or jiske liye landmine lagaya wo may hi hu😔😔😔but mar diye bura laga dill se❤️❤️❤️",2021-04-04T11:21:59Z,0,0
Kamal Jangir,Dood morning,2021-04-04T11:20:56Z,1,0
Jeevan Kc,Tum oor ma,2021-04-04T11:20:10Z,0,0
Jeevan Kc,Ajju bhai aajau 1 vs 1 khaltya hai,2021-04-04T11:20:02Z,0,0
Ankit Raj,Nahi hai,2021-04-04T11:19:54Z,1,0
Mamoni Sarkar,Ajju vhi 1000 💎tho please ajju vhi 😙 id 738751626,2021-04-04T11:19:20Z,1,0
Pankaj Bhaskar,ह,2021-04-04T11:18:50Z,1,0
SARTHAK Mishra,I&#39;m RCB fan,2021-04-04T11:18:13Z,1,0
Nancy Ladiya,Annaya,2021-04-04T11:17:30Z,0,0
sandeep thapa,Mumbai is garate in ipl,2021-04-04T11:17:04Z,1,0
rohit raj,ajjubhai bhiya please mughe bas 3292 daimonds de digigiye please 4th april ko mera birth day hai gift me bas 3292 daimondsmang ta hu uid 2645567960 id name djgamer50060 please,2021-04-04T11:16:58Z,0,0
arun dholi,Bhai op khelte ho aap Bhai Aap Ki Awm Kamal Ki Hai Bhai I love ajjubhai And Apki awm love from Gujarat,2021-04-04T11:16:17Z,0,0
Doma Love,No,2021-04-04T11:16:02Z,0,0
esmu mainali,late,2021-04-04T11:15:59Z,0,0
Exception Gamer,Thanks 😊 for 150 ab<br /> Bas 170 karvado bhaiyo,2021-04-04T11:15:55Z,1,0
Adi Tya,Hlw ajjubahi,2021-04-04T11:15:54Z,0,0
Rupa Bati,Bhai yaar plz plz plz plz plz plz plz pl z plz plz plz mere sath khelna room 1v1 plz bhai,2021-04-04T11:15:37Z,0,0
NUTAN KUMARI,Diamond de de,2021-04-04T11:14:36Z,1,0
Rupa Bati,Ajjubhai94 mere sath 1 v 1 khelona plz,2021-04-04T11:14:07Z,0,0
Moksh Doshi,Amitbhai ke pass bunny mp40 kaisa aaya?,2021-04-04T11:13:11Z,0,0
Pankaj dattatray,Hollow bhai,2021-04-04T11:12:53Z,0,0
Vandana Gautam,Ek no. Video ajjubahi 😘 OP Bolte,2021-04-04T11:11:04Z,2,0
Shamankit Taak,Hi sir aapki har video dekhta hu pls aapki friend list main jodo na,2021-04-04T11:10:38Z,0,0
Laxxi Pant,Op intro bhai😘😘,2021-04-04T11:10:13Z,1,0
Warriors kannadiga,Chrono super,2021-04-04T11:09:53Z,1,0
Amanpreet Kaur,Ma larka ho,2021-04-04T11:09:34Z,0,0
Naman Naman hooda,Please tootal gaming give free fier biminds Naman,2021-04-04T11:09:22Z,1,0
Amanpreet Kaur,Ide Hildasa0350r,2021-04-04T11:09:14Z,0,0
Amanpreet Kaur,Ajjy bhi Ma apka saad khadana jata ho,2021-04-04T11:09:01Z,0,0
Mahesh Mittal,bhai mainr tumhari gifts for ajjubhai wali video prin comet kara hai dekho pls by the way big fan,2021-04-04T11:08:55Z,1,0
Nathan and noel offical,no,2021-04-04T11:08:44Z,0,0
Piyush garg,RCB PLAYER DEVDUTT PADIKKAL <br />IS CORONA POSITIVE,2021-04-04T11:08:41Z,1,0
Seema Devi,I love you ajjubhai,2021-04-04T11:08:40Z,1,0
Kalpesh Mehta,Good morning,2021-04-04T11:08:22Z,0,0
Shashank Poudel,Dedso rupiya dega OP Intro💛♥,2021-04-04T11:07:23Z,1,0
Jahidul Mondal,Aba chimkandi tara 22/mileon..ab..to..fac..revill..kar..sala..Pura..Chimkandi..ha tu<br />.,2021-04-04T11:07:15Z,0,0
Dj Raj Anand,Good afternoon,2021-04-04T11:07:07Z,0,0
Raji Pradeep,big fan,2021-04-04T11:06:48Z,1,0
Omkar Mate,AJJUBHAI is new subscriber machine <br />Ajay subs machine...,2021-04-04T11:06:42Z,0,0
Suresh Bankar,2409115029🔷️🔷️,2021-04-04T11:06:30Z,0,0
Adnan Khan,Nash kec Dj Alock,2021-04-04T11:05:45Z,0,0
Rajendra Singh Khichi,Plance give me डायमंड 1234@1234ra,2021-04-04T11:05:37Z,0,0
Piyush Gaikwad,Ajjubhai please give me redeem code of diamond,2021-04-04T11:05:12Z,0,0
Sanjay Phalke,Plase,2021-04-04T11:05:00Z,0,0
Adnan Khan,Hay,2021-04-04T11:04:52Z,0,0
GOD GAMERZ,37950 ajju. Bhay<br /> Like68907,2021-04-04T11:04:28Z,1,0
7H B2K ツ,Love you Boro 💖💖💖,2021-04-04T11:04:10Z,0,0
Manzoor Mahmood,​ajju bhai ka face,2021-04-04T11:04:09Z,0,0
Sanjay Phalke,Top up karo,2021-04-04T11:04:02Z,0,0
Sanjay Phalke,Top karo,2021-04-04T11:03:46Z,0,0
Sanjay Phalke,Top op karo,2021-04-04T11:03:37Z,0,0
meera sahu,🤩🍖🍖🍖😄,2021-04-04T11:02:59Z,0,0
Any time gaming,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=3h00m00s"">3:00:00</a>",2021-04-04T11:02:28Z,1,0
Sahil Choahan,Good morning Ajay bri,2021-04-04T11:02:15Z,1,0
Fathey Shabaz,Hii Ajju bhai mere saath kheloge,2021-04-04T11:02:02Z,0,0
GOD GAMERZ,TOTAL GAMING.,2021-04-04T11:01:59Z,1,0
Amey Pandit,Mast,2021-04-04T11:01:45Z,0,0
Irshad Meman,Aju bhai ki galfrend ka name he prriya,2021-04-04T11:01:19Z,0,0
Ibrahim Khan G,You good morning good morning 🌻🌄🌄🌄🌄🌄🌄,2021-04-04T11:00:58Z,0,0
FF GAMERTV,Thnks for 69❤❤❤❤<br />100 Kara do 😘😘😘😘<br />Love you all❤❤❤❤,2021-04-04T11:00:53Z,6,0
mamata Adhikari,17,2021-04-04T11:00:36Z,0,1
tripler gaming65 CDC,iiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,2021-04-04T11:00:14Z,0,0
FF GAMERTV,THNKS FOR 69 ❤❤❤❤<br />100 KARA DO 😘😘😘😘<br />LOVE YOU ALL❤❤❤❤,2021-04-04T11:00:11Z,11,1
Shivansh Maurya,Thek,2021-04-04T11:00:07Z,0,0
Piyush garg,CSK IS GOOD <br />I LIKE MSD,2021-04-04T11:00:01Z,1,0
Zayan Ahmad,Ajju bhai apna face reveal kab karo ge.,2021-04-04T10:59:56Z,1,0
Shivansh Maurya,I am big fan,2021-04-04T10:59:55Z,0,0
Shivansh Maurya,Bhai,2021-04-04T10:59:44Z,0,0
Shivansh Maurya,Hello,2021-04-04T10:59:37Z,0,0
Shivansh Maurya,Start,2021-04-04T10:59:29Z,0,0
Upendar Kumar,Hiiii ajjubhai,2021-04-04T10:58:38Z,0,0
Mahesh Khade,No,2021-04-04T10:58:36Z,0,0
Mohan lal Ahirwar,Hcjv,2021-04-04T10:58:13Z,0,0
Manisha Parmar,OK,2021-04-04T10:56:57Z,0,0
freefire legand,Ajju bhai apna whatsap ka number send kar de please,2021-04-04T10:56:10Z,0,0
PLAYERS 99 2M,"2% of people who are watching this comment, I wish their parents still alive for more than 100 years 💖💕 God bless you😇",2021-04-04T10:56:10Z,3,0
FF gaming,वह Kong,2021-04-04T10:56:01Z,0,0
FF gaming,अज्जू भाई,2021-04-04T10:55:28Z,0,0
mamata Adhikari,Hello,2021-04-04T10:55:27Z,0,0
Karnail Singh Singh,👎👎👎,2021-04-04T10:55:27Z,0,0
freefire legand,Hello,2021-04-04T10:55:24Z,0,0
FF gaming,अज्जू भाई मुझे वह कौन गिफ्ट कर दो प्रोसोमा आईडी है,2021-04-04T10:53:43Z,0,1
m.s gaming,गोपी,2021-04-04T10:53:11Z,0,0
play free fire,Bhai I love r c b,2021-04-04T10:52:58Z,0,0
Tripti Sahu,Please please please please please please please please please please please,2021-04-04T10:52:18Z,1,0
Tripti Sahu,Chahiye,2021-04-04T10:52:01Z,1,0
Tripti Sahu,Ajju bhai mujhe diamond,2021-04-04T10:51:53Z,1,0
Seema Patnesha,Bhai please scar plus mp40,2021-04-04T10:51:46Z,0,0
Shagun Tanwar,Rcb jindabad,2021-04-04T10:51:33Z,1,0
Upendar Kumar,Ajjubhai,2021-04-04T10:50:56Z,0,0
Sarthak Sattarkar,Biiiiiiiiiiiiiiiiiigggggggggggggg ffffaaaaannnnn,2021-04-04T10:50:55Z,0,0
Magic M20,Hello,2021-04-04T10:50:45Z,0,0
Kishan Choudhary,Op,2021-04-04T10:49:56Z,0,0
Kishan Choudhary,Big fan ajjubhai ❤️👍❤️👍,2021-04-04T10:49:51Z,0,0
Yash Naliyapara,Paragડાયમડ,2021-04-04T10:49:51Z,1,0
Kishan Choudhary,Big fan ajjubhai ❤️👍❤️,2021-04-04T10:49:45Z,0,0
Kishan Choudhary,Love you ajjubhai ❤️👍❤️👍,2021-04-04T10:49:39Z,0,0
Krishma Kiran Khadka,Tek ha,2021-04-04T10:49:29Z,0,0
Kishan Choudhary,Ajjubhai ❤️👍❤️,2021-04-04T10:49:28Z,0,0
Tapan Debbarma,Please musku. Alag bado,2021-04-04T10:47:08Z,0,0
Sahin Mondal,Free,2021-04-04T10:46:57Z,0,0
AMAN QURESHI,HIIIIIIIIIIIIIIIIIII AMIT BHAI,2021-04-04T10:45:52Z,0,0
Hariom kumar,1645941991,2021-04-04T10:45:03Z,0,0
Jahnu Sonowal Jahnu Sonowal,ajjubhai अकात है तौर 10000 गिफ इच ASSAM@@GAME,2021-04-04T10:45:02Z,0,0
Drbhimrao Ambedkar,Merry,2021-04-04T10:44:37Z,0,0
VBS Gaming,Bro my account hacked how to re turn plz bro,2021-04-04T10:44:10Z,0,0
gunjan arya,Ajjubhi mere boy friend bano ga,2021-04-04T10:44:08Z,0,0
Manohar manohar,Bhai your the best singer ever,2021-04-04T10:43:54Z,1,0
Sohanbir Burman,Mari id pa,2021-04-04T10:43:51Z,0,0
Abhinav Batish,Please give me crono I&#39;d abhi@123£,2021-04-04T10:42:55Z,0,0
Tejas bisht,Good morning bro,2021-04-04T10:42:26Z,1,1
somta Patel,Ajjubhai please show your face,2021-04-04T10:42:13Z,0,0
Boy Gaming OP,Total gaming main aapka face dekh liya hai,2021-04-04T10:42:08Z,0,0
Neha Balani,Ajju bhai cr7 de do,2021-04-04T10:41:42Z,0,0
gunjan arya,I love you ajjubhi,2021-04-04T10:41:36Z,1,0
BEST GAMERS,mukto,2021-04-04T10:40:51Z,0,0
Mahesh Khade,Hi,2021-04-04T10:40:47Z,0,0
BEST GAMERS,mukto,2021-04-04T10:40:44Z,0,0
BEST GAMERS,mukto,2021-04-04T10:40:36Z,0,0
Sanjay Mali,Congratulations for 22.6 million 😊😊💖💖😛,2021-04-04T10:40:11Z,0,0
turabAn0033c,Lanta,2021-04-04T10:39:53Z,0,0
Gopaladhana Adhana,Ram ram,2021-04-04T10:38:55Z,0,0
Ramlal Verma,Ajjubhai next level<br />😃next game me sks and svd one tap,2021-04-04T10:38:29Z,0,0
Bhagat Dalal,Hii,2021-04-04T10:38:16Z,0,0
Madhav Bansal,RCB bekar team h,2021-04-04T10:38:05Z,0,0
Siraj Ansari,Good morning,2021-04-04T10:38:04Z,1,0
Tarali Devi,Money guest ko Shasta maat bolo,2021-04-04T10:37:59Z,0,0
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Kaal melege apki video ke saath,2021-04-04T10:37:49Z,0,0
WL AROW GAMING,Big fan,2021-04-04T10:37:27Z,1,0
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bay Bhai,2021-04-04T10:37:20Z,0,0
Monuj DebBarma,Ap mere sat halu gy,2021-04-04T10:37:10Z,0,0
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bhai request acsept karlen,2021-04-04T10:37:06Z,0,0
WL AROW GAMING,Hi,2021-04-04T10:37:05Z,0,0
Kapil saini,Romio eriwshaw wala,2021-04-04T10:37:02Z,0,0
Madhusudan Karmakar,M1014 TARTY IN THE CHAT,2021-04-04T10:36:57Z,0,0
Kantilal Patil,पक्दा,2021-04-04T10:36:55Z,0,0
Ketan Rathod,Hello ajjubhai please no Internet prenk karo,2021-04-04T10:36:47Z,1,0
VIP Gammer,Ajju bhai aapki girlfriend hai,2021-04-04T10:36:32Z,0,0
Jaykaran Oram,Good evening,2021-04-04T10:35:50Z,1,0
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Bhai Naya YouTube hu,2021-04-04T10:34:41Z,0,0
Gamer bróóther,Big fan,2021-04-04T10:34:08Z,0,0
꧁༄ɪɴd᭄faiyazBOss꧂ ꧁༄ɪɴd᭄faiyazBOss꧂,Ajju Bhai op,2021-04-04T10:34:08Z,0,0
shashi kant,Please diamond De dijye mai apka bahut bada fan hu,2021-04-04T10:33:51Z,0,0
Irshad Ahmad,Best squad,2021-04-04T10:33:33Z,0,0
vijay veer singh,face kab dikhaga bhai ajjubhai,2021-04-04T10:33:09Z,1,0
Mushtaq Ahmad,Good morning,2021-04-04T10:32:56Z,1,0
Ranjita Jaiswal,Bhai aap noobra ho custom karoga,2021-04-04T10:30:41Z,0,0
ARMAAN ALI OFFICIAL,Bhai face reveal kardo plz,2021-04-04T10:30:22Z,0,0
Deepak Kumar meena,Good morning,2021-04-04T10:30:11Z,0,0
Nilam singh,Good afternoon,2021-04-04T10:29:55Z,0,0
Muhammad zaid World,By brother name is gudi,2021-04-04T10:29:52Z,0,0
Lavesh Gaming,Ajju bai aja 1 vs 1,2021-04-04T10:29:41Z,1,0
Vinod Kalal,RCB,2021-04-04T10:29:37Z,0,0
HARDWARE GAMING,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=3h06m08s"">3:06:08</a> see 1 time you laughing",2021-04-04T10:28:42Z,1,0
Zaid Jogle,Suno na ajjubhai,2021-04-04T10:28:20Z,0,2
Mithun Mulge,Mere ko car ka emote dedo2412371959,2021-04-04T10:27:43Z,0,1
Nashra Khaled,Op op op Ajju bhai,2021-04-04T10:27:29Z,1,1
Satyam Vishkarma,Hello ajjubhai mere ko dimond de do,2021-04-04T10:27:28Z,0,1
ᴄᴏʙʀᴀ ɢᴀᴍɪɴɢ,I want ajjubhai Vs bot amith bhai,2021-04-04T10:27:01Z,1,0
Faryal Dhokle,Dad calling will Defeated. You,2021-04-04T10:26:52Z,1,1
Rikesh Pathak,Goldi,2021-04-04T10:25:58Z,0,1
Gudiya Keshri,"Jisko ajju bhai ka face dekhna hai , wo unke channel ko unsubscribe kr de . Ajju bhai face reveal kr denge",2021-04-04T10:25:57Z,1,1
DHIRAJ PRAJAPAT,अज्जू भाई थैंक यू हम आपके वीडियो को बहुत प्यार करते हैं फॉलो कर देंगे वीडियो बताइए फ्री फायर का वीडियो प्यार और लाइक करेंगे वीडियो को प्यार करते हैं,2021-04-04T10:25:53Z,0,1
Somyaranjan Behera,Ajju Bhai Iam also rcbian,2021-04-04T10:24:29Z,0,1
Aryan help channel,Anju Bhai aap ki Shakal Mere Ghar Ke Tumi se milati hai,2021-04-04T10:24:26Z,0,1
Yogendrasing Jadhav,I love ajju bhai....😍😍😍😍😍😍😍😍😍,2021-04-04T10:24:11Z,0,0
cartoon cartoon,I Won to play with you ajju bhai😅👍,2021-04-04T10:24:09Z,0,1
Somnath Singh,Meretim to mi. He,2021-04-04T10:22:51Z,0,1
PRAJAPATI GAMING,Bhaiyo Behno thankYOU for 181 subscribers💓💓PLS AB 200 kara do🙏🙏🙏🙏🙏🙏<br />Love You All gyus.......💓💓,2021-04-04T10:22:48Z,0,0
PRAJAPATI GAMING,Bhaiyo Behno thankYOU for 181 subscribers💓💓PLS AB 200 kara do🙏🙏🙏🙏🙏🙏<br />Love You All gyus.......💓💓,2021-04-04T10:22:44Z,0,0
GTA GAMING,Can you kill Pubg pro,2021-04-04T10:22:26Z,0,1
DEVIL PAHARI,Big fan bro,2021-04-04T10:22:22Z,0,1
Har har Mahadev,Omegle kro ajjubhqi,2021-04-04T10:22:09Z,0,1
Har har Mahadev,Ajju Bhai omegle kro,2021-04-04T10:21:40Z,0,0
Rajesh Gour,Ajju bhai aapke sath prank hua tha kya,2021-04-04T10:21:37Z,0,0
ajhar feski,RCB ko kabhi bhi IPL ka trophy nahin milega 😭😭😭bhai,2021-04-04T10:21:18Z,0,0
ajhar feski,RCB,2021-04-04T10:20:48Z,0,0
Paresh Bhalgamadiya,RCB is Love❤️ Ajju Bhaiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii,2021-04-04T10:20:27Z,0,0
GARENA GAMER. OFFICIAL,Hye,2021-04-04T10:20:24Z,0,0
GARENA GAMER. OFFICIAL,Hiiiiiii,2021-04-04T10:20:17Z,0,0
GARENA GAMER. OFFICIAL,Hiii,2021-04-04T10:20:12Z,0,0
GARENA GAMER. OFFICIAL,Hii,2021-04-04T10:20:07Z,0,0
lukesh,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=1h36m00s"">1:36:00</a>🤣🤣🤣🤣",2021-04-04T10:20:07Z,0,0
DHIRAJ PRAJAPAT,हाय अजू भाई अज्जू भाई अब आपके दोस्त हैं हम आपको वीडियो को फॉलो करते हैं वीडियो बनाते हैं बहुत अच्छी है हमको बहुत अच्छा लगता है मैं भी फ्री फायर खेलता हूं आपके जैसा नहीं काश मैं भी खेल पाता आपके जैसे हैं डार्लिंग की किंग अज्जू भाई अज्जू भाई नमस्ते मैं लिखा हूं बुरा मत मानना प्लीज थैंक यू,2021-04-04T10:20:03Z,0,0
GARENA GAMER. OFFICIAL,Hello,2021-04-04T10:20:02Z,0,0
Rakesh Kumar1980,Hello,2021-04-04T10:19:37Z,0,0
ajhar feski,Ipl 2021 winner mi ...😘😘😘,2021-04-04T10:19:19Z,0,0
Sonu Sdm Dewal,Rcb my fev.and my fev,2021-04-04T10:18:51Z,0,0
Simran Bavoria,Evo gun next konsi aayegi,2021-04-04T10:18:45Z,0,0
KRIDI THE GAMER,Chal ajjubhai 1vs 1kar,2021-04-04T10:18:09Z,0,0
Pradnya Mahale,Ajjubhi acho one ve one kelatehe,2021-04-04T10:17:27Z,0,0
Khushi Kirti,Ajju bhai khul jaai ga,2021-04-04T10:16:35Z,0,0
Babaji Pardeshi,Himanshu,2021-04-04T10:16:22Z,0,0
Jatin Singla,rcb is the best,2021-04-04T10:16:13Z,0,0
Narasinha Kulkarni,RIP ajjubhai,2021-04-04T10:16:04Z,0,0
haha gamer yt,Bhai aap bhaut taggde ho,2021-04-04T10:15:38Z,0,0
Keshav jha,Hi,2021-04-04T10:15:33Z,1,0
Dharmendra Nisahd,Very nice ajubahy,2021-04-04T10:14:18Z,0,0
꧁ RคᎥនтαʀ࿐ gamer,Nnn,2021-04-04T10:13:33Z,0,0
Dharmendra Nisahd,2274116462,2021-04-04T10:12:11Z,0,0
Parth Mhatre,Rcb gayi khadde me chennai or mumbai he best he😃,2021-04-04T10:12:01Z,0,0
Manendra Pratap Trivedi,Ajju Bhai Skyler ki kya ability kya hai,2021-04-04T10:09:52Z,0,0
FF CONNECTION,Raistor par rape banaya h ak dost youtube par deya h dekh lo,2021-04-04T10:09:31Z,0,0
bts kpop lovers,Ajju bhai freind request ascapt kr di pls Ajju bhai,2021-04-04T10:09:04Z,0,0
Ananya Anindita Sahu,RCB is my favorite team,2021-04-04T10:08:54Z,0,0
Chandrakat Katkar,Face reveal kardo aaju bhai,2021-04-04T10:08:21Z,0,0
Krish Naliyapara,AWM KING,2021-04-04T10:08:17Z,1,0
Krishna Devi,Bhai mere game kal ap ayethe apne mujhe maara tha op shubham naam se,2021-04-04T10:08:07Z,1,0
kavita Rano,Good morning,2021-04-04T10:07:43Z,0,0
Nilesh Mewada,Please face highway,2021-04-04T10:06:23Z,0,0
Pradeep sharma Sharma,Op,2021-04-04T10:06:10Z,0,0
꧁ RคᎥនтαʀ࿐ gamer,#############$,2021-04-04T10:06:07Z,0,0
Rashmi raghuwanshi,Ajju bhai diamond da bo 😭😭😭,2021-04-04T10:05:09Z,0,0
Kanav Teotia,Ajju bhai aap bhot mast keltey ho ajjubhai aap clash squad kelo amit bhai vs worlds best player,2021-04-04T10:04:49Z,1,0
Rashmi raghuwanshi,Op ajju bhai,2021-04-04T10:04:03Z,0,0
abdul basit,ajjubhai,2021-04-04T10:03:13Z,0,0
Ankit Rawat,Ajju bhai please mujhe diamond de do,2021-04-04T10:03:07Z,0,0
Rashmi raghuwanshi,Plz plz ajju bhai give some diamond,2021-04-04T10:03:02Z,0,0
Sachchitanand Kumar,Meri id h HinesPu2718W,2021-04-04T10:02:59Z,0,0
Sachchitanand Kumar,Ajjubhai please mujhe friend bana lo,2021-04-04T10:02:17Z,0,0
Rohit Rajput,Bhai mera nam plece give me,2021-04-04T10:02:15Z,0,0
Gajanan Deshmukh,sale rcb is the best,2021-04-04T10:02:08Z,1,0
Utkarsh Prajapati,Hii,2021-04-04T10:02:00Z,0,0
Sachchitanand Kumar,Ajjubhai opp,2021-04-04T10:01:32Z,0,0
꧁ RคᎥនтαʀ࿐ gamer,786,2021-04-04T09:59:48Z,0,0
Sourav Gamer,I m kkR,2021-04-04T09:59:37Z,0,0
Sabitri Koirala,hello bhai,2021-04-04T09:59:23Z,1,0
Rohan Warkari,प्लीज भाई,2021-04-04T09:59:05Z,1,0
CHANDAN Seejwani,Ajjubhai apne exchange token dedo,2021-04-04T09:58:14Z,0,0
Abhoy Roy,Rebot koro pc rebot koro pc rebot koro pc rebot koro pc rebot koro pc pc rebot,2021-04-04T09:58:13Z,0,0
Sahib Preet,Only mp40 challange,2021-04-04T09:58:12Z,0,1
Patel Paresh,ajjubhai me apak bada fan he,2021-04-04T09:58:12Z,0,0
[MD • S O J I B ],🙂🤣🤣,2021-04-04T09:57:32Z,0,0
[MD • S O J I B ],Ek vi kill nehi kar paya vai bot nikla tu kassam si,2021-04-04T09:57:04Z,0,0
Chavda Kana,Op,2021-04-04T09:56:14Z,1,0
Yash Jaat,Face reveal,2021-04-04T09:55:43Z,0,0
king gaming,Hy ajjubhai94,2021-04-04T09:55:01Z,0,0
RUDRA LIMBANI,Ajju bhai parlagi,2021-04-04T09:54:03Z,0,0
Prathama Dey,Hastak x. Mania op,2021-04-04T09:53:58Z,0,0
Urmila Devi,Ajjubhai face revil kab Karo ge,2021-04-04T09:53:47Z,1,0
Hambir Salaskar,Good morning,2021-04-04T09:53:33Z,0,0
Sunitha Laxminaryana,Bhai sniper tips and tricks bolo na,2021-04-04T09:53:32Z,0,0
Prokriti Borah,Op,2021-04-04T09:53:22Z,0,1
Meenakshi Chauhan,Please me apke aabhari rahooga,2021-04-04T09:53:15Z,0,0
Prasidhya Dahima,Hallo Ajjubhai,2021-04-04T09:52:34Z,0,0
Md sohan Khan,Please give me elit pass,2021-04-04T09:51:30Z,0,0
Namita Debnath,Bi ma apka fan hu. Bi plz marako 1000dimond dado.plz plz plz plz 🙏🙏🙏🙏🙏🙏😭😭😭,2021-04-04T09:51:25Z,0,0
Resha khatoon,Main aapka face dekh liya,2021-04-04T09:51:24Z,0,0
Chavda Kana,Nahi he,2021-04-04T09:51:09Z,1,0
Kuldeep Singh,Nahi hai,2021-04-04T09:51:02Z,0,0
Harsh Shir,Halbhai ramva,2021-04-04T09:50:33Z,0,0
Harsh Shir,Halbhaiyou,2021-04-04T09:50:22Z,0,0
Pratik Boxe,Aap redeem code Kyon Nahin De De,2021-04-04T09:50:21Z,0,0
Babul Majumder,2277031252,2021-04-04T09:50:06Z,1,0
Roksheen Fatma,Ajjubhai fan or ajjubhai please gift me chrono,2021-04-04T09:49:50Z,0,0
Chavda Kana,Nahi he,2021-04-04T09:49:45Z,1,0
Arbaz Alfaz,Total gaming world best gamer,2021-04-04T09:49:44Z,0,0
MANEESH KUMAR,Imosnal ho kaya,2021-04-04T09:49:43Z,0,0
Harsh Shir,harsh555548B,2021-04-04T09:49:33Z,0,0
Jyotswran 05051,Very funny,2021-04-04T09:49:22Z,1,0
Harsh Shir,paD,2021-04-04T09:49:18Z,0,0
Jogen Sarmah,ajju bhai .amit bhai bast ha,2021-04-04T09:49:12Z,1,0
Harsh Shir,Ba,2021-04-04T09:49:02Z,0,0
Prathama Dey,Hastak op in the chat,2021-04-04T09:48:50Z,0,0
MANEESH KUMAR,Good morning,2021-04-04T09:48:34Z,0,0
anonymous Yt,East or west ajjubhai 94 is best,2021-04-04T09:48:17Z,0,0
Jatav killer 786 Killer,Please bhai mera sath khelao p,2021-04-04T09:48:14Z,0,0
AK music India,Tg,2021-04-04T09:47:58Z,0,0
AK music India,AJJUBHAI 🔥,2021-04-04T09:47:54Z,0,0
Manikant Heggnavvra,Love you 😘 ajju Bhai rcB SAPURT,2021-04-04T09:47:42Z,0,0
AK music India,Ojju boy,2021-04-04T09:47:40Z,1,0
Mohammed Rizwan,Ajju bhai face reavel karo,2021-04-04T09:47:13Z,0,0
Monojit Dey,Not have,2021-04-04T09:46:56Z,0,0
Ashwan Koshle,Hii,2021-04-04T09:46:32Z,0,0
Prashant Jadhao,Ajju Bhai chrono dilwado,2021-04-04T09:46:31Z,0,0
Prathama Dey,Nice game play 👍👍👍👍✌✌,2021-04-04T09:46:24Z,1,0
sagar pandey,ajjubhai main apko 100 rs send kerna hain kese keru,2021-04-04T09:46:10Z,0,0
Puspendra King,Ajju bhai muje hra ke dikhao meri 🆔 NaveenA1913U,2021-04-04T09:45:53Z,0,0
Asmun Nesha,Good 🌅,2021-04-04T09:45:44Z,0,0
sagar pandey,hello ajju bhi,2021-04-04T09:45:32Z,0,0
Riyanshu singh,Helo bhai log sabhi log ka sawaagat hai,2021-04-04T09:45:13Z,0,0
Gaming YT,Please see this,2021-04-04T09:45:05Z,0,0
Prashant Jadhao,I love you Ajji bhai,2021-04-04T09:44:38Z,0,0
Mujtaba Hussain,bro tm bohat acha khelty ho very nice,2021-04-04T09:44:29Z,0,0
